"0,0399074146","-0,0255915346","-0,4701393719"
"0,0798148291","0,0046937121","-0,3985265862"
"0,1197222437","0,0395196012","-0,2347339514"
"0,1596296583","0,0790069924","0,0361545566"
"0,1995370728","0,1159474485","0,3999188239"
"0,2394444874","0,1485795547","0,867237951"
"0,279351902","0,1875967182","1,3658575145"
"0,3192593166","0,2301400353","1,9613372478"
"0,3591667311","0,2841624147","2,6101876776"
"0,3990741457","0,3235379459","3,3180724622"
"0,4389815603","0,365021143","4,0646778006"
"0,4788889748","0,4167586658","4,8300105642"
"0,5187963894","0,4703148181","5,5425944452"
"0,558703804","0,5210190151","6,2033972153"
"0,5986112185","0,5476329195","6,8914455371"
"0,6385186331","0,5710327676","7,5061322301"
"0,6784260477","0,6045032065","8,0590943136"
"0,7183334623","0,6327586241","8,4952113082"
"0,7582408768","0,6493996308","8,9406235038"
"0,7981482914","0,6698151105","9,3367142219"
"0,838055706","0,6757811003","9,6550672352"
"0,8779631205","0,669861737","9,9253105033"
"0,9178705351","0,6642360273","10,0832801596"
"0,9577779497","0,6456110702","10,1675823684"
"0,9976853642","0,6380034914","10,1619482335"
"1,0375927788","0,6138254607","10,0831859897"
"1,0775001934","0,5812659891","9,8960021995"
"1,117407608","0,5582991843","9,5396457508"
"1,1573150225","0,5290546955","9,114414891"
"1,1972224371","0,5055144025","8,5899914549"
"1,2371298517","0,4731047254","7,987781646"
"1,2770372662","0,4267985842","7,353231478"
"1,3169446808","0,3822409697","6,6795941198"
"1,3568520954","0,3403353778","6,0145792112"
"1,3967595099","0,2925359071","5,3476546883"
"1,4366669245","0,2501860993","4,7054525429"
"1,4765743391","0,2073781727","4,014248174"
"1,5164817536","0,1679729601","3,3640347308"
"1,5563891682","0,1252345047","2,7227705752"
"1,5962965828","0,0741571115","2,1139093811"
"1,6362039974","0,0357455958","1,5411702508"
"1,6761114119","0,0092514002","1,0192187581"
"1,7160188265","-0,0197862298","0,5292502652"
"1,7559262411","-0,0417492961","0,0920567827"
"1,7958336556","-0,0544952979","-0,2568365109"
"1,8357410702","-0,0513201859","-0,4590023769"
"1,8756484848","-0,0387935085","-0,5814945263"
"1,9155558993","-0,031003711","-0,573326055"
"1,9554633139","-0,0222587891","-0,4437061413"
"1,9953707285","-0,0075898904","-0,185190901"
"2,0352781431","0,0117331788","0,1312660077"
"2,0751855576","0,0407684378","0,5469390836"
"2,1150929722","0,0797463426","0,9730695166"
"2,1550003868","0,1122841915","1,4987478065"
"2,1949078013","0,1526185118","2,044499808"
"2,2348152159","0,1926624073","2,6301951614"
"2,2747226305","0,238980582","3,2501416461"
"2,314630045","0,2858233598","3,9425073953"
"2,3545374596","0,3317593745","4,5834986652"
"2,3944448742","0,3772821424","5,2542486498"
"2,4343522888","0,4100174602","5,9873354105"
"2,4742597033","0,436787579","6,7042285249"
